date,content,id,lang
2022-02-27 23:59:50+00:00,@tokannie let's go kenn let's go,1498085499918905347,en
2022-02-27 23:59:46+00:00,@wooyosslushie Ich kenn das :(,1498085482827186177,de
2022-02-27 23:59:07+00:00,@Sadbinch20 Kenn ihn nicht wirklich,1498085317827510284,de
2022-02-27 23:57:50+00:00,@kennwhite Just your regular afternoon browsing of Majorca Daily Bulletin’s latest then Kenn? Carry on,1498084994572562441,en
2022-02-27 23:56:51+00:00,@JDCocchiarella If you gather 'voices' Jack - count me in! Kenn,1498084747855159300,en
2022-02-27 23:56:00+00:00,@iso_kenn Ayo chill out bro🙄,1498084533769576450,ht
2022-02-27 23:55:25+00:00,@kaela_gabriel 👁️👄👌 HAHAHHAA,1498084387295952898,it
2022-02-27 23:54:34+00:00,"@boskomb Kenn ich! Da kommt der Ehrgeiz durch. Meistens bleibt es bei einer Zerrung. Meistens! Anyway, nochmal alles Gute.",1498084173113819136,de
2022-02-27 23:54:13+00:00,@Kenn_toott 😭😭😭,1498084085591277569,und
2022-02-27 23:53:04+00:00,"@WalkingCrow2 @RuediHug2 @andreasR2174_B @genetikk1 @_ElternNetzwerk @0ds_o @ChristinaN3 @Drakarys_now @Doomster731 @PippiLangstrump @viennasky @athi1981__ @brat_florida @Missy51832227 @MGGA2021h @Libra08101 @AspergiaV @DarthVa71035945 @DrDoomfist1988 @Artemis53938405 Kenn' ich🙄da ist es einfach zuuu viel, man will nichts mehr sehen/hören ... meist hilft nur weg vom pc, raus gehen ... ich bin eh viel unterwegs helfe älteren und zeige vielen was sie nicht im MSM sehen werden. Viele wissen gar net WAS wirklich abgeht.",1498083793445531650,de
2022-02-27 23:52:13+00:00,@Ndax_T @TheMandingMori Non c’est tres audacieux de sa part mais lii kenn douko def way 😂,1498083581528322050,fr
2022-02-27 23:52:12+00:00,Apakasasuyyyy ng gumawaa netooo😭😭 HAHHAHAHA dinogshow si levii https://t.co/Aqb4ZYPGPL,1498083578768330752,tl
2022-02-27 23:51:09+00:00,"@EatsFood2 Lotta guts to cover this.
Thank you, brother.",1498083312526495744,en
2022-02-27 23:50:22+00:00,"@Sharon_242424 シャロン王、こちらこそありがとう🙇‍♀️
見事に最下位😂
ぜひまた遊んでね！
登場した時、シルエットですぐにわかってビックリしたよ😳",1498083114098200577,ja
2022-02-27 23:48:03+00:00,@mazingChrxs Weil man generel T Sauce so lange köcheln lässt bis es ein anderes Aroma bekommt und diese Säure weg ist (kenn das deutsche Wort nicht dafür) + die Gewürze Major Point !!!,1498082531282984961,de
2022-02-27 23:47:57+00:00,Pastu jilat2 bontot dia sebelah kita kenn https://t.co/1ux34B2Wq3,1498082507086245888,in
