date,content,id,lang
2022-02-27 23:58:23+00:00,Assez ressemblant entre le 1 👉….. et le 2 👉frangin de la 🍓  non ? 🤔 #sarahfraisou https://t.co/r22N4u8wVP,1498085133286576133,fr
2022-02-27 23:43:09+00:00,@joshuaprada9 Yo obligé ap plenyen pas en bas frangin! Si yo parler aide yap to coupe... C sa yo rele granmoun vicieux a oui biggo!!!,1498081300963602437,ht
2022-02-27 23:23:09+00:00,@Vegetaa212 C’est des 4p c’est ça que je dis frangin . Laisse tomber wech Tavu le monde,1498076264653107202,fr
2022-02-27 23:16:30+00:00,"@GabomaIronLady Mon frangin vie à Kazan , la vie se déroule top vu que la guerre est chez les autres et les manifestations sont très vite réprimé",1498074591973019655,fr
2022-02-27 23:00:41+00:00,@Japonegro94 Frangin garde ton français et Faut plus mettre ces deux noms dans la même phrase . Stp,1498070613746978818,fr
2022-02-27 22:59:43+00:00,@Crreedlacrea Frangin j’ai écris en français R9 &gt; Suarez car R9 c’était pas que les stat MAIS Suarez a fair la meilleur saison individuel de tout les numero 9 stout,1498070370640797698,fr
2022-02-27 22:54:45+00:00,Qija nanen sa kurva qeto femnat veq frangin  pe njohin,1498069117764612099,fi
2022-02-27 22:52:16+00:00,@_kaanalt Oublie pas frangin on a un oncle il dort en jean 4 paires de chaussettes et tout il a pas le temps,1498068496483328006,fr
2022-02-27 22:40:08+00:00,"Moi : Frangin tu pense que je suis grossophobe ? 
Le couz : comment dire … 🥲
Moi : Parle franchement 
Le couz : Je ne dirais pas que tu est Grossophobe mais ce qui est sur c’est que tu est un gros enculé 😂😂",1498065440819617796,fr
2022-02-27 22:37:25+00:00,@gazmawetemusik Force frangin,1498064756669833227,en
2022-02-27 22:36:30+00:00,"@lewan_9_ @Jrvumuka17 Exactement, jvoulais hagar mon frangin munichois 🤷🏾‍♂️",1498064527220428809,fr
2022-02-27 22:33:28+00:00,Perfecto frangin 🫂🥲❤️ https://t.co/Ufo9BORHaM,1498063764523999235,en
2022-02-27 22:30:45+00:00,@ali_houi @caissesdegreve frangin j’te parle de ça c’est mon prof d’éco qui nous en a parlé la semaine dernière en se basant sur un article des échos de y’a pas longtemps,1498063080898674688,fr
2022-02-27 22:23:46+00:00,"Ce week-end mariage civil de mon frangin. 
je veux rester raisonnable sur l’alcool.
y a des jéroboams et des impérials de vins.
je bois quasi rien",1498061320998076421,fr
2022-02-27 22:13:51+00:00,"@AbdLcz pas faux frangin on verra bien cet été cava être propre, depuis 5ans on fait tb là on revit wAllah",1498058826171490305,fr
2022-02-27 22:02:28+00:00,@AbdLcz C’est peut être l’euphorie qui parle mais frangin y a aucun déchet dans notre jeu juste on vire les indésirables qui nous clc depuis des années et croit moi tout va changer,1498055963277996036,fr
2022-02-27 22:01:32+00:00,@DoDoLaSauMur Normal frangin,1498055725930663954,fr
2022-02-27 22:00:43+00:00,"@ClansBeezy 😭😭😭 ah frangin, comme t'as entendu là",1498055520539840515,fr
2022-02-27 21:59:53+00:00,@Salim029713202 Belle nuit Frangin ❤️😘✨✨💫✨💫✨✨ https://t.co/yewD6vRxMP,1498055313148231685,fr
2022-02-27 21:39:45+00:00,Pedri a volé l’âme du frangin 😭🤣🤲🏾,1498050245317435392,fr
2022-02-27 21:33:17+00:00,@Orh77771 @_MarwanMuhammad Non mais c'est une blague. Tu as une milice néonazi qui fait çà pour passer un message raciste mais JarJarBinks fait  semblant de ne pas comprendre. Consulte frangin vraiment.,1498048617348804612,fr
2022-02-27 21:26:49+00:00,"Quand tu écoutes le frangin, tu sens que c’est à cause de la famille qu’il n’a pas percé dans son sport.",1498046991128924161,fr
