date,content,id,url,lang
2022-02-27 23:58:45+00:00,@joamd_ Moi j’ai grave kiffer perso,1498085225510879232,https://twitter.com/deuxsandouze/status/1498085225510879232,fr
2022-02-27 23:56:42+00:00,@Taefraiche jv consulter 2h du mat il va kiffer.,1498084711603875843,https://twitter.com/ilsan_princess/status/1498084711603875843,fr
2022-02-27 23:55:49+00:00,@bat_kiss J’espère t’as kiffer !,1498084486399115264,https://twitter.com/_akatraze/status/1498084486399115264,fr
2022-02-27 23:54:52+00:00,@romain_brl @uptownsparrow @usoppalin Je pensais que j’allais mieux kiffer ce chapitre avec son adaptation animé grâce aux ost et tout le reste mais résultat : je déteste encore plus ce moment de transition.,1498084247894212615,https://twitter.com/ichogow/status/1498084247894212615,fr
2022-02-27 23:54:34+00:00,Il m’as rien fait kiffer ce mec il est trop gênant avec sa fumée de merde,1498084171440402434,https://twitter.com/milli0nwerzz/status/1498084171440402434,fr
2022-02-27 23:52:38+00:00,@reeeh_bny J’ai kiffer que la 1 et la 3 oui dommage ☹️,1498083686016819204,https://twitter.com/Emma_qli/status/1498083686016819204,fr
2022-02-27 23:51:40+00:00,Le dernier jeu qui m’a fait autant kiffer que lol c’est Fortnite prime,1498083444622086144,https://twitter.com/Obahquivoilaje/status/1498083444622086144,fr
2022-02-27 23:51:04+00:00,Y’a que moi qui ai pas trop kiffer ?(sauf la saison 3 j’ai grv kiffer) https://t.co/vqkuKzC7Vf,1498083290447810560,https://twitter.com/Emma_qli/status/1498083290447810560,fr
2022-02-27 23:50:06+00:00,@Oniizukafc @memiselfandi75 Qui vas dans un musée et kiffer ça ?? Moi je me taille si je vois un truc pareil sérieux ??? Purée elle m’a traumatisé aussi ☠️☠️,1498083047119462401,https://twitter.com/celesteeegyal/status/1498083047119462401,fr
2022-02-27 23:49:08+00:00,Il me fait kiffer en ce moment ❤️❤️♥️ https://t.co/428gRmVL8X,1498082806974529538,https://twitter.com/Sabex976/status/1498082806974529538,fr
2022-02-27 23:45:13+00:00,J’vous jure j’ai tellement kiffer le film que meme la version Jap du manga j’peut acheté.. https://t.co/Ez3WjTOzuD,1498081820839235584,https://twitter.com/El_Romso/status/1498081820839235584,fr
2022-02-27 23:43:42+00:00,@David_Payan2 Clairement infinite etait excellent je trouve (ce n’est que mon avis) le côté un peu steampunk m’avait bien fait kiffer,1498081438809432066,https://twitter.com/GuiiZmoMeTa/status/1498081438809432066,fr
2022-02-27 23:42:53+00:00,@Ns_primera @Tensh_ii Le seul problème c monster sinon ta mon top 2 et les autre g kiffer,1498081233993187329,https://twitter.com/itachilephilo/status/1498081233993187329,fr
2022-02-27 23:41:14+00:00,"@NathalieLoiseau Il n'y a que la violence et la guerre qui vous font kiffer à larem. Contre les sous citoyens, en Europe. 
Je ne veux pas de ce monde pour mes enfants !",1498080816341078016,https://twitter.com/83_sandrine/status/1498080816341078016,fr
2022-02-27 23:41:02+00:00,@enzoo2dc_ @Jefegoattt Nn trop autotuné pour lui justement il va détester mdrrr Lost Forrest ou Fallen Angels il peut kiffer,1498080768677011458,https://twitter.com/HercoNoam/status/1498080768677011458,fr
2022-02-27 23:40:33+00:00,@Imjustahaterfr Mdr moi j’ai kiffer,1498080644987035657,https://twitter.com/Dika10k/status/1498080644987035657,fr
2022-02-27 23:40:00+00:00,l’épisode de snk était vraiment pas mal j’ai bien kiffer et vous ? https://t.co/X9Co1ukth5,1498080507627720714,https://twitter.com/Piwoxz/status/1498080507627720714,fr
2022-02-27 23:39:31+00:00,@Jefegoattt @enzoo2dc_ J’pense qu’un son comme Lost Forest tu peux kiffer,1498080386978566155,https://twitter.com/HercoNoam/status/1498080386978566155,fr
2022-02-27 23:39:28+00:00,@Akou94 alors tu vas encore plus kiffer,1498080373787484161,https://twitter.com/Mawile_r2w/status/1498080373787484161,fr
2022-02-27 23:38:34+00:00,@Jefegoattt @enzoo2dc_ Non en vrai j’comprends que laylow ça plaise pas trop mais sah si tu fais l’effort d’écouter un peu + j’pense y’a des sons que tu peux kiffer,1498080144455524357,https://twitter.com/HercoNoam/status/1498080144455524357,fr
2022-02-27 23:35:55+00:00,"@xiFrag Ouais franchement ça pete, j’suis sur que même si t’es pas fan de l’époque guerre froide etc tu peux kiffer",1498079477259198469,https://twitter.com/QuentinLZ/status/1498079477259198469,fr
2022-02-27 23:35:24+00:00,Nouvelle pdp vous kiffer ? https://t.co/8LGVduTB9H,1498079348934463488,https://twitter.com/YTZEYDOX7/status/1498079348934463488,fr
2022-02-27 23:34:28+00:00,"@Dzienus Ist das nicht der kleine Kiffer ?? 

Da gehen viele Gehirnzellen verloren.....🤯
#GrueneJugend - dumm wie Stroh ???",1498079113172721666,https://twitter.com/sonjafu2007/status/1498079113172721666,de
2022-02-27 23:34:22+00:00,Ce thread me fais kiffer le barca un peu plus https://t.co/vj1ZnF1ghJ,1498079089089032200,https://twitter.com/mobou_TOU/status/1498079089089032200,fr
2022-02-27 23:32:01+00:00,@del_gueto @yessiam_ @Utilisateur__75 en vrai kiffer et aimer c’est pas trop pareil jpense,1498078499478851590,https://twitter.com/cestsofiaa/status/1498078499478851590,fr
2022-02-27 23:31:04+00:00,"@Lyonnais2___ Gros j'ai tout lu et je suis trop content de voir ça en image mon reuf 
Tu vas kiffer",1498078259191369728,https://twitter.com/juju_739/status/1498078259191369728,fr
2022-02-27 23:30:39+00:00,@braahh3131 fatch frérot hess bird box tu va kiffer,1498078153431990273,https://twitter.com/31lalge/status/1498078153431990273,fr
2022-02-27 23:30:30+00:00,l’histoire était grv cool frchmt g kiffer https://t.co/d4WSTRSNMB,1498078118157987842,https://twitter.com/okkotsucare/status/1498078118157987842,fr
2022-02-27 23:28:35+00:00,@23palms regarde le jai kiffer,1498077635137744903,https://twitter.com/mohabalzak/status/1498077635137744903,fr
2022-02-27 23:27:51+00:00,@imencestmoi @srhlrb @shengIoo Tu dois kiffer les moustiques toi,1498077449279750144,https://twitter.com/YN_213/status/1498077449279750144,fr
2022-02-27 23:27:42+00:00,"Mes meilleures larmes, l’un de mes plus beaux dramas vrmnt je m’attendais pas à autant kiffer, j’ai vrmnt pas été déçue, que du love https://t.co/o5hkrbQw88",1498077413384900609,https://twitter.com/mmebyo/status/1498077413384900609,fr
2022-02-27 23:26:06+00:00,"Il est tant pour toi de nous rejoindre, ne rate pas le wagon. Tu vas kiffer a mort https://t.co/KVIFM4muXb",1498077008756150281,https://twitter.com/FaelCodja1/status/1498077008756150281,fr
